Date,Opening,Highest,Lowest,Closing,Wolumen
2011-02-20,5.91818,7.49137,5.67471,7.28532,15491061.875837
2011-02-27,7.39777,7.63191,4.92552,6.08672,28392612.323547
2011-03-06,6.00254,6.06795,5.20652,5.7683,10740443.447406
2011-03-13,5.78716,7.01385,5.63729,6.57365,16799989.708059
2011-03-20,6.54557,6.99509,6.27401,6.62051,7652491.7305843
2011-03-27,6.74229,7.48204,6.69544,7.38835,7533315.2031012
2011-04-03,7.45394,7.94079,7.44462,7.77226,6939559.5543225
2011-04-10,7.80968,8.06258,7.59439,7.80035,6783545.090571
2011-04-17,7.86595,8.47459,7.67876,8.42774,6322449.7943168
2011-04-24,8.61514,9.1674,8.16561,9.08244,10063778.005582
2011-05-01,9.13017,9.25234,8.1,8.51211,6760197.0884547
2011-05-08,8.3529,8.61514,7.71618,8.33424,6703652.1799235
2011-05-15,8.33424,8.87717,8.32471,8.5401,4674074.3285187
2011-05-22,8.6994,8.78366,7.73484,8.52144,7746593.4140518
2011-05-29,8.38099,8.39032,7.78169,8.0064,3614846.2058179
2011-06-05,8.24045,8.43717,7.91281,7.95956,3925252.1462999
2011-06-12,7.86595,8.1,6.76105,7.39777,5509128.6417059
2011-06-19,7.39777,7.85663,7.04194,7.20114,3018989.0230298
2011-06-26,7.12611,7.12611,6.40513,6.6486,2515571.8456554
2011-07-03,6.48006,7.13554,5.8621,6.92958,8163576.8598117
2011-07-10,6.93892,6.98566,6.08672,6.4614,4682148.5362192
2011-07-17,6.48939,7.11688,6.24592,6.72354,4529786.3023572
2011-07-24,6.62051,6.81723,6.36761,6.6486,2337373.1653364
2011-07-31,6.6486,6.73286,6.18973,6.36761,2121795.8924705
2011-08-07,6.51748,6.51748,3.75511,4.35431,15996920.661038
2011-08-14,4.35431,5.30954,4.1297,5.05664,21288030.422052
2011-08-21,5.15024,5.15024,4.09219,4.44801,5850189.0804529
2011-08-28,4.49486,5.03789,4.43859,4.85069,5465283.5557028
2011-09-04,4.90687,5.03789,4.29814,4.56037,5114380.3217677
2011-09-11,4.33556,4.46677,4.11094,4.11094,2354616.1297008
2011-09-18,3.83928,3.93298,3.38986,3.82052,4492717.2380752
2011-09-25,3.60524,3.73626,2.9966,3.27749,3451017.1715619
2011-10-02,3.10887,3.52087,3.09953,3.35244,3637496.751153
2011-10-09,3.24941,3.6239,3.06211,3.61467,2929014.0436998
2011-10-16,3.6239,4.07342,3.6239,3.83005,4314595.9398226
2011-10-23,3.89546,4.18578,3.67075,4.1577,2740734.3128835
2011-10-30,4.37308,5.48751,4.36374,5.3563,13150756.337465
2011-11-06,5.29069,5.55292,4.62588,5.22518,9501604.4216776
2011-11-13,5.24403,5.50617,4.79451,5.15024,4482649.4239839
2011-11-20,5.44056,5.55292,5.11282,5.17843,4464822.0213825
2011-11-27,5.14092,5.14092,4.33556,4.8226,4202136.3793258
2011-12-04,4.97238,5.15024,4.72901,4.757,3897190.9654388
2011-12-11,4.88811,4.88811,4.48543,4.68215,1512738.9582788
2011-12-18,4.71034,4.71958,4.54162,4.57913,984067.73631444
2011-12-25,4.57913,5.06607,4.50419,4.80384,4048509.5595917
2012-01-01,4.81317,4.95362,4.61655,4.93496,2341852.1615123
2012-01-08,4.90687,5.03789,4.71958,4.80384,1216378.8810036
2012-01-15,4.78518,4.99103,4.71034,4.80384,1616899.2921719
2012-01-22,4.71034,4.95362,4.71034,4.90687,1757634.8705822
2012-01-29,4.89754,6.07748,4.87878,5.7028,10094083.266363
2012-02-05,5.68413,5.97435,5.47808,5.81515,4502846.1432714
2012-02-12,5.81515,6.03996,5.25327,5.53426,5056805.0099334
2012-02-19,5.56244,5.69336,5.1691,5.56244,4485486.0876225
2012-02-26,5.65594,5.66537,5.44999,5.53426,1303879.6705843
2012-03-04,5.55292,5.57168,5.21585,5.34706,1009716.8367162
2012-03-11,5.32831,5.7683,5.0099,5.7028,2756825.7099202
2012-03-18,5.73088,6.3022,5.48751,6.16175,4375076.1336959
2012-03-25,6.26477,6.26477,5.59033,5.94636,3481053.6314821
2012-04-01,6.03053,6.51748,5.93693,6.48006,3847926.0802441
2012-04-08,6.53623,6.555,5.72155,6.1149,3373088.3399375
2012-04-15,6.13356,6.21783,5.61852,5.94636,2121707.3103684
2012-04-22,5.8621,6.15232,5.38448,5.53426,4017568.9513187
2012-04-29,5.43123,5.43123,4.60721,5.03789,6332454.480933
2012-05-06,5.13158,5.30954,4.73823,4.73823,1393999.232196
2012-05-13,4.54162,4.98181,4.46677,4.80384,2374599.030121
2012-05-20,4.78518,4.78518,4.10151,4.49486,3020931.7201664
2012-05-27,4.51352,4.59789,3.96107,4.21387,2053054.1448415
2012-06-03,4.30757,4.38251,4.16712,4.34509,960779.80711794
2012-06-10,4.27948,4.44801,4.14836,4.40116,880900.13287639
2012-06-17,4.49486,4.54162,4.17635,4.35431,3545827.5118465
2012-06-24,4.40116,4.8226,4.3169,4.69149,1992947.6248932
2012-07-01,4.65397,4.80384,4.41992,4.80384,1019136.0669102
2012-07-08,4.77565,4.77565,4.35431,4.36374,1294652.8773708
2012-07-15,4.33556,4.56037,4.1297,4.40116,1248351.92895
2012-07-22,4.4106,4.49486,4.27015,4.45734,593501.10250827
2012-07-29,4.35431,4.42935,4.23273,4.27948,626662.37244535
2012-08-05,4.24196,4.29814,4.1297,4.25139,427867.84428683
2012-08-12,4.27948,4.41992,4.17635,4.29814,322737.18001059
2012-08-19,4.26071,4.34509,4.23273,4.27015,202854.03208062
2012-08-26,4.2232,4.30757,4.21387,4.2232,263775.10009453
2012-09-02,4.23273,4.28881,3.93298,4.16712,969500.56234565
2012-09-09,4.16712,4.25139,3.96107,4.16712,676464.85936335
2012-09-16,4.16712,4.58846,4.10151,4.56037,1513558.5972699
2012-09-23,4.58846,4.76642,4.48543,4.74776,944201.71761211
2012-09-30,4.74776,5.07531,4.68215,4.87878,1118630.0585722
2012-10-07,4.84126,5.10349,4.74776,5.05664,875253.27841137
2012-10-14,5.05664,5.1691,4.88811,5.13158,1655879.4898529
2012-10-21,5.14092,5.29069,5.09416,5.1691,1165872.828194
2012-10-28,4.78518,5.1691,4.757,4.77565,1017112.9331521
2012-11-04,4.76642,5.04741,4.757,5.04741,299473.68725606
2012-11-11,5.05664,5.05664,4.84126,4.85069,325814.13532853
2012-11-18,4.85069,5.38448,4.8226,5.33763,1656087.1996096
2012-11-25,5.38448,5.79649,5.38448,5.65594,1129716.0577455
2012-12-02,5.66537,5.97435,5.61852,5.69336,1263924.0515948
2012-12-09,5.71222,5.85257,5.46875,5.80582,865595.79290819
2012-12-16,5.80582,6.08672,5.75897,5.87133,1448178.8967817
2012-12-23,5.85257,5.99302,5.72155,5.74964,921649.93622993
2012-12-30,5.69336,5.87133,5.69336,5.80582,395250.28518357
2013-01-06,5.81515,6.36761,5.81515,6.21783,888383.7932294
2013-01-13,6.21783,6.43321,6.08672,6.08672,1146943.7493337
2013-01-20,6.14289,6.28343,5.71222,6.27401,1627711.3995581
2013-01-27,6.27401,6.32085,6.15232,6.19917,548603.21313047
2013-02-03,6.19917,6.35827,5.92761,6.32085,619447.51295399
2013-02-10,6.36761,6.74229,6.34894,6.50805,2644971.9695471
2013-02-17,6.4614,7.04194,6.4614,6.85464,1771095.2773667
2013-02-24,6.88274,7.00443,6.57365,6.87331,951642.6141917
2013-03-03,6.88274,6.94824,6.60184,6.78905,485170.28251917
2013-03-10,6.78905,7.34159,6.75162,7.21038,1191270.4368805
2013-03-17,7.25733,7.38835,6.85464,7.1543,779500.09874074
2013-03-24,6.98566,7.1543,6.22716,6.53623,2007982.1458147
2013-03-31,6.555,6.72354,6.15232,6.43321,564576.50069759
2013-04-07,6.36761,6.48939,5.90875,6.37704,609771.70011932
2013-04-14,6.52681,6.61117,6.22716,6.48006,484148.02469679
2013-04-21,6.52681,6.52681,5.93693,6.23659,407688.43414582
2013-04-28,6.23659,6.76105,6.09614,6.72354,490219.46234102
2013-05-05,6.72354,7.0606,6.72354,6.93892,441382.2148808
2013-05-12,6.89206,7.41653,6.74229,7.3135,988856.26075529
2013-05-19,7.22924,7.25733,6.74229,7.19172,567097.52696072
2013-05-26,7.2479,7.95956,7.19172,7.86595,1346231.079072
2013-06-02,7.95956,8.24045,7.70676,8.23122,988361.42280543
2013-06-09,8.22178,8.28729,7.95023,8.1937,460104.60216942
2013-06-16,8.18436,9.02685,8.14695,8.89603,1255492.4609304
2013-06-23,8.89603,8.94278,7.67876,7.96898,1247170.8342548
2013-06-30,8.0064,8.75558,8.0064,8.66198,654591.1892458
2013-07-07,8.65256,8.68997,8.14695,8.52144,457340.22967167
2013-07-14,8.47459,8.87717,8.33424,8.72739,461496.46117658
2013-07-21,8.78366,9.13017,8.52144,8.98962,946632.12540294
2013-07-28,9.09196,9.24282,8.74625,9.2056,629829.94623558
2013-08-04,9.23329,10.3006,9.22377,9.72024,1954949.9758165
2013-08-11,9.5513,10.0198,9.45898,9.99225,1122211.0155058
2013-08-18,10.0011,10.6748,9.85184,10.5727,1167780.9070377
2013-08-25,10.6287,11.3496,10.066,11.3211,1443317.0630149
2013-09-01,11.3211,11.8544,10.2074,11.5834,2057227.6854927
2013-09-08,11.5176,11.8829,10.226,11.6403,3661068.7539874
2013-09-15,11.7051,12.8749,11.3496,12.8749,2003547.9497824
2013-09-22,12.923,13.1007,12.3415,12.8847,1115778.1221574
2013-09-29,12.8749,13.859,12.6509,13.859,1048077.9778673
2013-10-06,13.859,14.2056,13.3247,13.9533,901298.45281004
2013-10-13,13.9533,13.9906,12.5478,13.5506,2424228.4255751
2013-10-20,13.4847,13.6714,12.596,13.2972,1071734.4900635
2013-10-27,13.3532,14.1114,13.3532,13.9533,1187231.29666
2013-11-03,14.0367,14.74,13.7745,14.514,909176.15078981
2013-11-10,14.7959,14.9836,14.2342,14.514,862264.29131974
2013-11-17,14.9364,14.9639,14.1497,14.6094,418595.23274467
2013-11-24,14.7017,15.6387,14.0456,15.451,1003418.3437987
2013-12-01,15.5728,16.059,14.7017,15.6848,2353636.6356518
2013-12-08,15.8065,15.8065,14.2519,15.2172,791454.60978902
2013-12-15,15.3106,15.5443,14.4207,14.6094,557487.8961564
2013-12-22,14.5996,15.8713,14.2519,15.8262,2012764.561145
2013-12-29,15.9008,16.6217,15.9008,16.4813,467243.09777963
2014-01-05,16.4813,16.4813,16.1346,16.1906,551310.56726363
2014-01-12,16.2937,16.2937,15.451,15.7319,755523.87642878
2014-01-19,15.8164,16.7151,15.675,16.1631,1147477.2783167
2014-01-26,16.1532,17.2307,16.1248,17.1835,1464782.4409146
2014-02-02,17.1364,17.2385,16.4352,17.1737,633968.86859409
2014-02-09,17.1737,17.3141,16.5471,16.7995,655287.62784192
2014-02-16,16.8555,17.1177,15.7319,16.5373,832540.41421964
2014-02-23,16.6217,16.6679,16.0128,16.1532,556044.10971006
2014-03-02,16.1444,16.387,15.5168,16.387,1179523.6355889
2014-03-09,15.9185,16.3409,14.3275,15.8713,1625873.575485
2014-03-16,15.8713,16.1248,12.1363,12.1363,4806736.7174134
2014-03-23,12.1737,14.4679,12.1737,14.0456,3478120.2402608
2014-03-30,14.2803,14.7478,13.9533,14.4207,1336998.1767479
2014-04-06,14.5238,15.0758,14.3461,14.7674,931759.49590953
2014-04-13,14.514,14.5799,13.7656,13.8314,450961.30013267
2014-04-20,13.7656,13.7656,13.307,13.69,431339.8554166
2014-04-27,13.9994,14.2902,13.5869,13.9533,235283.2269437
2014-05-04,13.9533,14.1114,13.7656,13.7656,151344.04878004
2014-05-11,13.8963,14.0191,12.6509,13.0624,926686.89783079
2014-05-18,13.0526,13.5693,12.754,13.1184,252639.20985222
2014-05-25,13.1763,14.299,13.1184,13.7273,481528.2344807
2014-06-01,13.8875,14.2342,13.7656,14.2342,241434.08302434
2014-06-08,14.3275,15.9755,14.2803,15.451,1469361.2192285
2014-06-15,15.8713,15.8713,15.067,15.0758,634166.39650001
2014-06-22,15.0022,15.8439,14.5238,15.6661,267881.44053042
2014-06-29,15.451,15.5345,13.9435,14.0456,623538.58061364
2014-07-06,14.1212,14.4394,13.3816,14.1114,248137.81360451
2014-07-13,14.1398,14.514,13.9533,13.9994,169837.3444252
2014-07-20,14.1771,14.3736,13.4386,14.2803,276438.26795991
2014-07-27,14.2803,14.7576,14.0456,14.6369,425423.18190484
2014-08-03,14.6643,14.7203,13.9994,14.1015,467862.15430951
2014-08-10,14.0456,14.514,13.0163,13.5781,485916.61218431
2014-08-17,13.7273,14.3275,13.5869,14.3275,133775.26518937
2014-08-24,14.3275,15.2172,14.187,15.0297,584582.81937466
2014-08-31,15.0484,15.0572,14.187,14.514,283520.7633906
2014-09-07,14.5425,15.0572,14.4207,14.9639,440516.75756105
2014-09-14,14.9924,15.8262,14.9168,15.5541,626476.04457533
2014-09-21,15.5541,16.1346,15.3106,15.6946,449969.58786276
2014-09-28,15.9185,15.9666,15.451,15.5345,157019.41242735
2014-10-05,15.5443,15.6848,15.292,15.6387,255519.65544932
2014-10-12,15.7319,15.9096,14.4306,15.3577,180945.74367029
2014-10-19,15.5345,15.5345,14.3373,15.123,828344.47349655
2014-10-26,15.1416,15.6387,15.123,15.5924,215140.47146564
2014-11-02,15.6199,15.7133,15.451,15.6387,282305.05040264
2014-11-09,15.5443,15.9283,15.451,15.5168,430322.68851964
2014-11-16,15.6387,15.6387,15.0857,15.3951,111386.39342032
2014-11-23,15.3951,16.9497,15.1701,16.8093,1391329.5509109
2014-11-30,16.9213,17.0618,16.3124,16.4165,527496.23637972
2014-12-07,16.4165,17.212,16.1248,16.2937,790153.36925417
2014-12-14,16.5746,16.6217,14.6094,14.9836,1743546.2436019
2014-12-21,14.9836,15.6387,14.6172,15.1603,482439.51012912
2014-12-28,15.2359,15.4039,15.0758,15.3293,301210.71100602
2015-01-04,15.3293,16.004,15.2635,15.7319,296246.04054599
2015-01-11,15.7791,15.9008,15.451,15.7791,203392.65198902
2015-01-18,15.8713,15.8713,14.9639,14.9836,484666.28090356
2015-01-25,15.1701,15.5443,14.7959,15.2635,503838.70599844
2015-02-01,15.5345,15.5345,14.8332,15.1701,758269.92159505
2015-02-08,15.4039,15.4235,14.8883,15.3666,321287.28445376
2015-02-15,15.3577,15.4039,14.9924,15.2447,160569.82380843
2015-02-22,15.3204,15.7319,15.2447,15.3764,250939.85895029
2015-03-01,15.4039,16.6679,15.4039,16.5274,751293.3174129
2015-03-08,16.5274,17.7925,16.3782,17.6058,1000634.6257844
2015-03-15,17.6058,17.7925,16.9497,17.3337,934818.12389601
2015-03-22,17.3337,17.6786,17.155,17.155,552163.80636239
2015-03-29,17.155,18.5408,17.155,17.9702,1196344.0531443
2015-04-05,18.0724,19.852,17.9702,19.5711,1565829.1648268
2015-04-12,19.7115,20.1898,19.1969,19.2902,1259520.4011149
2015-04-19,19.6192,20.3018,19.3933,19.8893,1464414.8761
2015-04-26,19.8893,20.124,18.2688,18.7284,1047928.3046603
2015-05-03,18.7284,19.7675,18.3542,19.3746,802520.24526067
2015-05-10,19.4306,19.7675,19.0093,19.4218,691016.76055591
2015-05-17,19.7871,24.1037,19.4778,23.1304,4334084.0022928
2015-05-24,23.589,24.2441,20.676,22.2583,5239790.1783231
2015-05-31,21.9695,22.6983,21.1346,22.6983,1579608.263542
2015-06-07,22.4743,22.4743,19.3,19.8707,1453575.2777166
2015-06-14,19.2431,24.1508,18.4102,21.1258,5714187.0444891
2015-06-21,20.7418,22.8288,20.6289,22.1934,2083245.3688942
2015-06-28,22.3152,23.3071,22.0245,22.8485,1013882.2318868
2015-07-05,21.6317,23.1206,21.3508,22.9427,1190741.9988229
2015-07-12,22.4743,24.0654,22.1276,23.8788,1103325.7186041
2015-07-19,24.2068,25.0966,23.6077,24.9836,1568673.973946
2015-07-26,25.0966,25.2174,23.973,24.581,827379.23403876
2015-08-02,24.581,24.908,24.2068,24.8148,735209.04767186
2015-08-09,25.0033,25.9206,24.7214,25.3775,1267160.8619706
2015-08-16,25.6014,26.2948,25.4709,25.9305,844333.03383986
2015-08-23,25.9766,25.9864,24.908,25.2744,1000143.8605748
2015-08-30,24.357,25.7801,20.6112,21.8742,5200074.8510129
2015-09-06,21.9872,24.2068,21.9116,24.0477,1458156.0924007
2015-09-13,24.0477,24.0477,22.493,23.1677,1160987.5761703
2015-09-20,23.4093,24.908,22.7935,24.2156,1917555.0923082
2015-09-27,24.3001,25.3775,24.3001,25.0966,1533790.9530352
2015-10-04,25.2832,25.3019,23.8788,24.908,1080692.4824153
2015-10-11,24.9836,25.7517,24.1881,25.1055,2477050.8494465
2015-10-18,25.2832,25.3775,24.8422,25.3205,735209.04767185
2015-10-25,25.2832,25.2832,24.4494,24.8619,642638.71456771
2015-11-01,24.7695,25.3402,24.7214,24.908,547083.06280298
2015-11-08,25.2361,25.4424,24.8148,24.8619,926778.53448818
2015-11-15,25.1801,25.1801,20.9766,21.0512,1541219.6313938
2015-11-22,21.0688,22.6708,20.0955,21.0688,1450912.723727
2015-11-29,21.1729,22.4272,19.9738,21.7721,1199926.0282629
2015-12-06,22.0068,22.0068,20.62,21.3606,851063.23723217
2015-12-13,21.8182,21.8555,20.8351,20.9766,673708.63234627
2015-12-20,20.9766,21.444,20.6574,21.1631,699005.44070963
2015-12-27,21.1729,22.4272,21.1729,21.6778,595863.29189861
2016-01-03,21.6876,21.7534,20.7133,20.7418,965210.94859501
2016-01-10,20.7418,21.0688,18.8492,19.3373,1321686.7094841
2016-01-17,18.9435,21.0688,18.8316,20.2733,1281021.4154925
2016-01-24,19.8805,20.2547,19.3835,19.8982,635818.91088817
2016-01-31,20.1613,22.0068,20.0297,21.6218,1258080.6874089
2016-02-07,21.828,21.828,20.8911,21.0787,778833.187512
2016-02-14,21.1631,21.444,20.0857,20.1427,736843.23472852
2016-02-21,20.508,21.3969,19.4394,20.8823,836593.80903126
2016-02-28,21.0688,22.1747,20.7506,21.5373,1005161.4766591
2016-03-06,21.8555,23.2983,21.2653,23.1864,1520645.1654409
2016-03-13,23.1304,23.4849,21.444,23.2708,2447033.7350427
2016-03-20,23.373,23.3926,22.0618,23.3926,884711.19963846
2016-03-27,23.3642,23.3926,23.0351,23.3926,528348.45729339
2016-04-03,23.3926,24.3943,23.3169,23.7383,1236429.9998244
2016-04-10,23.8316,24.525,23.6538,24.3472,1312350.9704669
2016-04-17,24.3472,24.3472,23.4388,24.2068,926158.45977321
2016-04-24,24.2529,24.4308,23.7855,24.2912,636139.63918901
2016-05-01,24.3276,24.3276,23.6352,23.8316,684913.75917415
2016-05-08,23.8041,24.0939,22.4095,22.8023,601341.12764001
2016-05-15,22.8485,24.1793,22.8485,24.0556,1027410.8570719
2016-05-22,24.0654,25.3775,24.0556,24.8422,1231279.0014942
2016-05-29,24.8148,25.9963,24.75,25.9864,897388.622095
2016-06-05,25.9864,26.3704,24.3276,24.8619,1096765.5521205
2016-06-12,24.5339,26.0787,24.5339,25.5641,836113.22567253
2016-06-19,25.6113,25.6113,23.5134,25.0033,1460635.3730754
2016-06-26,25.0033,25.8922,22.9427,25.2086,1431689.389378
2016-07-03,24.908,25.9206,24.5535,25.7045,1064638.7582267
2016-07-10,25.461,27.11,25.2832,26.6032,1133219.6326129
2016-07-17,26.6877,29.0291,26.4068,29.0291,1478631.7944005
2016-07-24,28.8415,31.5571,28.6078,30.9207,1634983.277414
2016-07-31,30.902,32.6247,30.4248,32.5864,1159262.7706413
2016-08-07,32.5864,33.1954,29.7863,30.4807,1683181.1046427
2016-08-14,30.6683,33.271,30.6683,33.1688,1507774.2878188
2016-08-21,33.1865,34.0478,32.3899,34.0105,1132113.8836138
2016-08-28,34.0478,38.3831,33.8986,38.3005,2557617.7986184
2016-09-04,38.8613,40.2668,37.9901,40.0703,2343819.2950908
2016-09-11,40.3964,41.6712,38.7857,39.7982,2615329.5472536
2016-09-18,39.4142,40.641,37.0817,38.8613,965582.58614994
2016-09-25,38.8613,39.7423,36.6141,36.7075,726404.80126741
2016-10-02,36.7075,38.0186,35.8176,37.3262,1756295.9571992
2016-10-09,38.0657,38.6747,35.8648,36.5209,1094132.5254983
2016-10-16,36.9883,37.448,36.239,37.0915,397213.34602175
2016-10-23,36.5209,37.448,36.4835,37.4196,879486.8919825
2016-10-30,37.4569,38.1404,36.0239,37.0355,790501.58855223
2016-11-06,37.1298,37.6346,36.5758,37.0355,385864.65509729
2016-11-13,36.9883,38.056,36.5307,37.0355,385047.05247641
2016-11-20,37.176,37.4755,35.8844,37.4569,1096810.352264
2016-11-27,37.4569,46.7645,37.1298,45.8758,2384578.2621101
2016-12-04,45.8944,50.5664,44.4801,48.3753,2217637.6542433
2016-12-11,48.9754,51.0349,46.1006,48.2349,1324937.7744511
2016-12-18,48.5069,50.2482,47.5886,48.3753,797045.46407451
2016-12-25,48.1317,49.162,46.962,48.9843,2393656.4003016
2017-01-01,48.8811,49.434,48.4126,48.8811,548855.72303082
2017-01-08,48.8811,49.4527,48.1317,48.8811,362501.38020472
2017-01-15,48.9273,52.5612,48.2544,50.483,1230673.1813705
2017-01-22,50.483,54.772,50.483,54.7238,1022880.9516419
2017-01-29,54.8839,56.6537,53.5728,55.484,987772.911828
2017-02-05,55.2492,56.0262,53.8448,55.0342,741375.17652871
2017-02-12,55.0617,63.0505,55.0617,62.4219,1233095.4436807
2017-02-19,62.7401,65.6521,62.7401,64.8006,808626.30119767
2017-02-26,65.0717,72.8169,64.8939,66.486,1536945.2904193
2017-03-05,66.486,71.1119,61.8973,68.3589,2047444.9632246
2017-03-12,68.3589,69.6327,64.2486,68.5268,1127723.46954
2017-03-19,69.015,72.1038,67.5919,72.1038,1070478.0496723
2017-03-26,72.1038,72.479,67.8905,70.8869,871341.41132615
2017-04-02,69.7732,72.3758,67.8905,69.4824,958167.14419741
2017-04-09,70.1287,70.1287,66.0184,67.4229,567866.25669767
2017-04-16,67.2354,67.4229,58.2546,60.6795,2309240.7115195
2017-04-23,61.149,67.3286,60.8957,62.468,1035306.8823832
2017-04-30,63.022,63.8175,59.4636,63.4796,1172387.1763489
2017-05-07,64.1171,66.6735,61.8326,63.1241,579971.45913808
2017-05-14,63.6761,64.8006,61.4485,63.022,700865.66485452
2017-05-21,64.4254,64.4254,60.3996,61.9819,1010065.0560143
2017-05-28,62.2716,71.0745,62.2716,68.3589,1849242.0005986
2017-06-04,69.1662,78.7529,68.6064,77.9072,2332091.8393158
2017-06-11,78.364,78.857,72.9671,78.1165,1313548.3561234
2017-06-18,77.8974,80.6533,76.0539,78.4769,1085913.735516
2017-06-25,79.6172,80.2821,78.3826,79.4462,777881.18446029
2017-07-02,79.1899,82.5252,79.1899,81.7454,613466.69378206
2017-07-09,81.7454,81.8025,74.126,75.722,1196969.2187847
2017-07-16,75.9126,79.5228,75.9126,77.7648,546466.04264326
2017-07-23,78.5152,83.6076,77.0616,82.6579,640630.8535859
2017-07-30,82.6579,84.083,79.8548,82.4486,490610.44541253
